Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Age,Employment Status,Employment Years,Monthly Income,Existing Debt,Credit Score,Loan Type,Loan Purpose,Collateral Available
LP002859,Male,No,3+,Not Graduate,No,915153.7424013155,44518.85105621256,18926640.95706235,321.35292582869477,0.0,Semiurban,N,38,Self-Employed,10,68085.53108562788,117991.85242594629,750,Home,Vehicle Purchase,No
LP002860,Male,No,0,Graduate,No,1903901.9767229597,1569332.3222023544,34016299.148927,304.33256071749236,1.0,Rural,Y,46,Employed,2,124421.02930941546,156089.23414611028,673,Home,Medical Expenses,No
LP002861,Male,Yes,0,Not Graduate,Yes,1136719.0812521137,221141.23391767254,36465363.49177496,322.7097928561757,1.0,Semiurban,Y,32,Employed,21,100451.2159735604,497376.3125883436,798,Business,Home Purchase,Yes
LP002862,Female,Yes,0,Graduate,No,1535227.2983526767,839274.9892370688,32043554.691631198,289.9712401579299,1.0,Semiurban,Y,48,Employed,12,52542.14020733067,134420.49199461984,514,Home,Home Improvement,Yes
LP002863,Male,Yes,1,Graduate,No,1572604.2064914082,465693.0529402285,33425920.09190769,284.4291508989462,1.0,Urban,N,58,Employed,12,261198.6441144981,193854.48134235584,617,Business,Working Capital,No
LP002864,Male,Yes,0,Not Graduate,No,885822.2286279637,0.0,19297386.98270143,446.9860633248322,1.0,Rural,Y,57,Employed,16,175176.89439394383,100335.04108147908,628,Personal,Wedding,No
LP002865,Male,Yes,2,Graduate,No,172848.95567205572,0.0,38714618.13669492,387.89515634007284,0.0,Semiurban,N,44,Employed,14,116667.02892792219,105720.14512473662,706,Personal,Vehicle Purchase,Yes
LP002866,Male,No,1,Graduate,No,1379970.1073319174,769885.7310869747,41625906.91567071,429.801107461244,1.0,Urban,Y,38,Employed,11,160628.5338498168,270569.1416462883,627,Home,Tuition Fees,No
LP002867,Male,Yes,0,Graduate,No,1235736.4035624347,1621497.6546067628,40085220.032037675,407.4039813783111,,Semiurban,N,46,Employed,23,273535.3195097145,192252.53757028404,820,Home,Vehicle Repair,No
LP002868,Male,Yes,3+,Graduate,No,1477505.2437875636,649111.5647943505,45537117.68442183,303.8277061298815,1.0,Urban,Y,44,Employed,0,258355.00146240252,5883.43,648,Education,Home Improvement,Yes
LP002869,Male,No,0,Not Graduate,No,1086328.493808581,865483.4182288949,37165143.147825025,247.52884998973343,0.0,Urban,N,48,Employed,14,216113.9846513806,535193.6227471483,583,Business,Home Renovation,Yes
LP002870,Male,No,0,Not Graduate,No,984378.380599642,0.0,39936658.89650937,312.3014097581898,1.0,Urban,Y,36,Self-Employed,15,105622.73175192725,566844.9125502997,650,Home,Vehicle Repair,Yes
LP002871,Male,No,2,Graduate,No,2203828.7354908497,1139046.3294441062,36710754.47456853,,1.0,Semiurban,N,39,Employed,9,176606.49411235336,349455.1234147894,635,Personal,Home Purchase,No
LP002872,Female,No,1,Graduate,No,463415.1992446111,1130373.4084174272,42025354.28592494,408.57058710755905,1.0,Semiurban,Y,41,Employed,17,67677.61542871878,272128.44624521176,748,Education,Debt Consolidation,Yes
LP002873,Male,Yes,0,Graduate,No,1566567.4691821192,0.0,19377550.728678785,336.63372113929154,1.0,Semiurban,Y,51,Employed,17,158011.2505500011,59804.53638907912,628,Auto,Wedding,No
LP002874,Male,Yes,1,Not Graduate,nan,912291.3009083045,810406.4316831894,26214037.410219893,480.0,0.0,Semiurban,Y,52,Employed,21,253881.88040396915,154603.0863660441,528,Personal,Debt Consolidation,No
LP002875,Male,No,1,Graduate,No,1031702.921129789,0.0,51018843.660330914,313.9482405658088,1.0,Semiurban,Y,39,Employed,11,270555.3321448427,464807.7589203544,681,Home,Study Abroad,No
LP002876,Male,No,0,Graduate,Yes,1041040.8137130172,935358.6667312908,10545488.869037952,375.3734561468915,1.0,Rural,Y,31,Employed,10,108014.35672903736,366559.9013587483,606,Auto,Wedding,No
LP002877,Male,Yes,3+,Graduate,No,797875.0929143714,27927.979953967966,33748067.791746564,303.9945464922576,1.0,Rural,N,47,Employed,16,240802.0370118798,338032.2066751913,561,Auto,Home Purchase,No
LP002878,Male,No,0,Graduate,No,1485204.3351181196,0.0,46872596.68608069,364.2869431493407,1.0,Rural,N,51,Employed,11,222314.7908515187,346532.1711359405,667,Home,Tuition Fees,No
LP002879,Male,Yes,0,Graduate,No,1894914.0279749786,710468.2598944025,34217240.43458236,332.3755941156729,1.0,Rural,Y,42,Self-Employed,0,144211.82248765577,459474.39089967107,653,Personal,Home Improvement,No
LP002880,Female,Yes,0,Not Graduate,No,1434599.0606233308,0.0,,324.9903425652457,1.0,Urban,N,35,Employed,19,233016.7691934704,429474.1153093442,645,Business,Home Improvement,Yes
LP002881,Female,Yes,1,Graduate,No,1251283.2281060475,668309.7965378263,36444063.85815301,302.78247382625256,1.0,Urban,Y,38,Employed,0,276231.3353303622,384857.06418659294,688,Auto,Medical Expenses,No
LP002882,Male,Yes,2,Graduate,No,706371.9804503766,0.0,31618645.28997554,348.7625443858742,1.0,Semiurban,Y,61,Employed,15,242425.48751024215,177326.29104499752,613,Home,Vehicle Repair,No
LP002883,Female,Yes,0,Not Graduate,No,1458004.8629122255,0.0,35458342.01756939,390.08037558805876,0.0,Urban,Y,46,Self-Employed,32,71034.63521844271,583851.4204243333,675,Personal,Medical Expenses,No
LP002884,Female,Yes,0,Not Graduate,Yes,2277767.045864649,470517.3629657789,28316036.72479871,281.40601814768706,,Urban,Y,54,Employed,16,140832.72655117017,149992.19177712552,612,Auto,Travel,No
LP002885,Male,No,0,Graduate,No,1009244.9181024537,307834.4097395926,46236591.28955725,336.99562030167516,1.0,Urban,N,34,Employed,7,201831.89916454995,73223.73851636346,739,Personal,Equipment Purchase,Yes
LP002886,Female,Yes,0,Graduate,No,1011600.4403240669,1448372.9057633549,49382496.30065662,369.49804423933824,1.0,Rural,Y,57,Employed,8,93551.61297639762,134218.50998900476,663,Personal,Tuition Fees,No
LP002887,Male,Yes,1,Graduate,No,919047.6645095013,0.0,33815943.86888378,380.88346646038053,1.0,Semiurban,Y,53,Employed,15,306081.878168751,8731.760797894443,822,Home,Study Abroad,Yes
LP002888,Female,No,1,Graduate,No,954885.1127527897,1391158.4338152963,21284952.88308757,451.69167083102656,1.0,Semiurban,Y,42,Self-Employed,12,194076.69869737007,363691.1130971393,620,Personal,Working Capital,No
LP002889,Female,No,0,Graduate,No,50325.0,0.0,29911415.38686605,374.6307067630143,1.0,Rural,Y,50,Employed,18,125045.12321439682,244263.29747997274,697,Auto,Medical Expenses,No
LP002890,Male,No,3+,Graduate,No,1402109.9229278564,1072229.9814975283,33309960.48897036,315.90867416589344,1.0,Semiurban,Y,58,Employed,24,119420.41334272485,472705.9757707167,766,Personal,Travel,Yes
LP002891,Male,No,0,Graduate,Yes,776816.1418226932,1202885.055997362,40205235.85903209,305.8299064953999,1.0,Urban,N,31,Employed,23,103300.99465419076,5883.43,713,Auto,Working Capital,Yes
LP002892,Male,No,3+,Not Graduate,No,394460.67060409987,653641.4401236478,25069714.858293224,305.0945095383046,1.0,Rural,N,38,Employed,3,229392.06489226947,289154.9413069248,677,Personal,Vehicle Repair,No
LP002893,Male,Yes,2,Graduate,No,1576187.2048662743,0.0,27458223.903578497,301.751393403886,1.0,Urban,N,49,Employed,12,240098.76209872295,195601.16848193115,695,Personal,Business Expansion,Yes
LP002894,Female,Yes,2,Graduate,No,,0.0,40256608.46858808,352.8541611164435,0.0,Urban,Y,44,Employed,16,106117.78800813833,177855.06466604958,710,Personal,Medical Expenses,No
LP002895,Female,Yes,0,Graduate,nan,1030257.7030581211,0.0,44538935.41039558,365.1430146825859,1.0,Semiurban,Y,48,Employed,24,298100.2783533594,38841.43542601948,692,Business,Travel,Yes
LP002896,Male,Yes,1,Not Graduate,No,1932813.42559429,1725223.9578496197,28933906.638293162,389.38268892320724,1.0,Semiurban,Y,51,Employed,15,131040.40089380008,255701.11766927724,663,Education,Home Purchase,No
LP002897,Male,Yes,0,Not Graduate,No,494984.3309877432,220821.864387621,21817676.550490044,379.8096835981143,0.0,Rural,Y,49,Self-Employed,7,94144.18286594364,94033.68304044369,731,Personal,Business Expansion,Yes
LP002898,Male,No,0,Not Graduate,No,433293.1127011189,0.0,53000000.0,414.6764292786631,1.0,Urban,Y,41,Employed,16,208817.7860795521,550910.7416843539,657,Auto,Wedding,Yes
LP002899,Male,Yes,0,Not Graduate,No,1334245.3247811692,0.0,42982889.46088714,299.77474936843817,1.0,Urban,N,41,Employed,27,57901.22322880151,372389.09821415704,576,Auto,Home Renovation,No
LP002900,Male,Yes,0,Not Graduate,No,1774335.9120051842,546123.9655247324,32479809.472329687,438.09905113799186,1.0,Semiurban,Y,60,Employed,10,43006.610276548,443261.8406237138,850,Business,Home Improvement,Yes
LP002901,Male,Yes,0,Graduate,No,412421.3711340185,152223.8174771361,43840159.8453084,302.13064609961424,1.0,Semiurban,Y,44,Employed,6,80074.30304671267,5883.43,744,Home,Wedding,No
LP002902,Female,No,2,Graduate,No,1403437.0984185885,0.0,33905280.792855784,360.7859414905159,1.0,Rural,Y,58,Employed,12,95193.05078589196,424103.79543965147,583,Auto,Home Renovation,No
LP002903,Male,Yes,1,Graduate,No,1490091.999980846,1033798.7586244144,43821415.98100187,328.2244792610101,1.0,Semiurban,Y,59,Employed,7,233321.22908199765,405252.4766577673,643,Personal,Home Improvement,No
LP002904,Male,No,0,Not Graduate,No,170011.98815383983,663108.7788485473,36743779.067762226,338.4762527434261,1.0,Urban,Y,35,Employed,19,49205.27673618861,165712.19531283126,613,Home,Home Purchase,No
LP002905,Male,Yes,2,Not Graduate,No,1598842.89895361,1716557.9894182184,36062566.07167573,380.24732579303554,0.0,Semiurban,N,51,Employed,7,199056.9863661665,209688.23416283278,620,Business,Vehicle Repair,Yes
LP002906,Male,Yes,0,Graduate,No,1637895.1699210897,1227174.3032881771,34014028.40769212,253.60478984087365,1.0,Urban,Y,31,Employed,22,241604.80976615933,50425.62262018316,743,Home,Medical Expenses,No
LP002907,Female,Yes,1,Graduate,No,1043699.4433719877,0.0,20676033.755369104,290.06654421677064,,Rural,N,61,Employed,16,295888.2045986399,185463.66469688847,635,Personal,Travel,No
LP002908,Female,No,1,Graduate,No,1825765.411149004,1420502.0716862942,53000000.0,384.863604114816,1.0,Urban,Y,45,Self-Employed,18,121598.47882420511,359901.05730158003,837,Personal,Vehicle Repair,No
LP002909,Male,Yes,0,Not Graduate,No,1767820.0171624226,1273864.1644921761,25734507.887322567,339.78084302852693,,Semiurban,Y,45,Employed,18,128727.27712751151,113107.5717050434,506,Auto,Debt Consolidation,No
LP002910,Male,No,2,Graduate,No,1251151.1928586024,0.0,21549611.32689406,324.5129309610982,1.0,Urban,Y,34,Employed,19,349146.59246664285,254199.11075449013,662,Auto,Business Expansion,Yes
LP002911,Male,Yes,0,Graduate,No,973869.5348375331,125817.26001384447,33021248.26243633,272.6535663001974,1.0,Rural,N,37,Employed,10,287649.6157320598,756100.9691558068,545,Home,Home Improvement,No
LP002912,Male,Yes,0,Graduate,Yes,713178.2837085214,716827.8650688692,25535128.954894938,324.9333512601862,1.0,Urban,N,46,Self-Employed,4,141150.96197730416,51216.34467931927,694,Business,Home Renovation,Yes
LP002913,Male,No,1,Graduate,No,1180810.4753169043,0.0,34632719.184397295,380.7668164940182,1.0,Rural,Y,44,Employed,8,269066.43573379045,313403.19713669724,705,Personal,Medical Expenses,Yes
LP002914,Male,No,0,Not Graduate,No,1484471.6898520896,258710.0822510187,42027485.575617686,306.1016128512601,1.0,Urban,Y,39,Employed,19,188138.72452076297,40212.97100058649,746,Personal,Vehicle Repair,Yes
LP002915,Male,No,0,Graduate,No,1037503.7994796793,1128646.5020781392,45102876.09529223,421.75380081150604,1.0,Rural,Y,53,Employed,0,167334.33054078976,5883.43,554,Business,Vehicle Repair,No
LP002916,Male,No,0,Not Graduate,No,100841.72736898507,791029.8260830562,43297154.30621682,404.5230958481576,0.0,Urban,Y,43,Employed,0,389358.98567508825,406834.8431603861,704,Personal,Medical Expenses,Yes
LP002917,Male,No,1,Graduate,No,1833949.177288285,0.0,32093526.5421432,318.90682572887374,0.0,Semiurban,N,32,Employed,14,262597.99754550634,165601.4580340088,586,Personal,Home Improvement,No
LP002918,Female,No,0,Graduate,No,1294703.840922447,1144552.6796488573,35645765.36661586,304.2490760326024,1.0,Semiurban,Y,51,Employed,19,335679.095857444,566851.6360063168,673,Home,Home Improvement,Yes
LP002919,Male,No,0,Graduate,No,1009779.9816615831,640646.9737800518,39228637.59897491,174.04129986554582,1.0,Semiurban,Y,31,Employed,20,70268.50533942637,360548.60694873903,625,Education,Medical Expenses,No
LP002920,Male,No,2,Graduate,No,1628171.424211644,616714.1070628115,17571972.850579277,275.298337483518,1.0,Rural,Y,22,Self-Employed,4,327651.45423694246,89815.50465729058,551,Personal,Debt Consolidation,No
LP002921,Male,No,1,Graduate,No,1961911.5282413783,68167.63591315714,40855694.0911986,271.6098198064066,1.0,Rural,Y,44,Employed,3,151794.38795112434,71584.53843385555,730,Business,Medical Expenses,No
LP002922,Female,No,0,Graduate,No,50325.0,424043.30943179654,20576854.214161687,254.0520141439183,0.0,Urban,Y,32,Employed,7,150632.9305014254,391097.53203141596,641,Auto,Debt Consolidation,Yes
LP002923,Male,No,0,Graduate,No,1416724.0549610357,0.0,53000000.0,337.7514113394035,1.0,Semiurban,Y,45,Employed,9,200951.03939213592,36394.447506191354,742,Personal,Debt Consolidation,No
LP002924,Male,Yes,0,Not Graduate,No,486267.62459482637,0.0,31104696.24358305,358.6348336195668,,Semiurban,N,52,Employed,9,211979.46815512652,30784.77480229683,748,Auto,Tuition Fees,No
LP002925,Male,No,0,Graduate,Yes,1449147.4833994706,232765.7740107111,33301095.31805409,448.7893205364078,1.0,Rural,N,54,Employed,13,260825.6724247188,5883.43,783,Home,Travel,No
LP002926,Male,No,0,Not Graduate,nan,1263555.8311872897,343113.7177336409,,343.8994396840417,1.0,Urban,Y,49,Employed,23,245380.243208759,371653.67295510834,619,Home,Home Purchase,Yes
LP002927,Male,Yes,2,Graduate,No,1517455.493220275,524722.4356413656,28850146.771443106,217.89677272930055,1.0,Semiurban,N,29,Employed,12,107075.73594764242,85051.3064749506,581,Auto,Vehicle Repair,Yes
LP002928,Male,No,2,Graduate,No,949968.4227526723,1277128.5088579464,53000000.0,295.04535811980105,1.0,Urban,Y,35,Employed,20,76182.97515307301,318919.17592253187,773,Business,Tuition Fees,No
LP002929,Male,Yes,0,Graduate,No,,0.0,44553543.976232976,376.5438565325381,1.0,Semiurban,Y,43,Employed,17,148650.99698671995,5883.43,674,Personal,Travel,Yes
LP002930,Male,Yes,0,Graduate,No,974408.1343716659,171193.8875396962,19657822.63852162,335.0252351852998,0.0,Semiurban,Y,43,Employed,6,164658.42114651136,5883.43,786,Home,Home Renovation,No
LP002931,Male,No,1,Graduate,No,1403016.0475698914,964944.6083348528,50191976.0968523,391.31968057566485,1.0,Urban,Y,33,Employed,17,173881.26128086107,390929.96456337534,558,Home,Vehicle Repair,No
LP002932,Male,Yes,0,Graduate,No,1707288.3943376117,0.0,47082269.84141432,309.08506158612585,1.0,Semiurban,Y,38,Employed,17,288887.732367297,215273.32910601157,727,Home,Business Expansion,Yes
LP002933,Female,No,3+,Graduate,No,613676.5797637374,536244.9601659346,32337722.46711712,409.0322391678966,1.0,Rural,Y,52,Employed,12,182465.22146765463,111335.3663832916,669,Personal,Study Abroad,No
LP002934,Male,No,2,Not Graduate,No,1713122.4434365088,142822.88050495065,38216816.51029838,354.6718044530648,1.0,Semiurban,Y,49,Employed,13,403206.4213812079,149685.1040444254,661,Personal,Study Abroad,No
LP002935,Male,Yes,0,Graduate,No,875656.0851767394,258083.2221020015,35000406.295789264,356.19865503589466,1.0,Semiurban,N,40,Employed,12,295989.72219353064,150398.0609837795,636,Auto,Debt Consolidation,No
LP002936,Male,Yes,2,Not Graduate,No,1380817.1707972633,959321.7124474738,53000000.0,348.90729325417846,1.0,Semiurban,Y,55,Employed,3,138739.03350896147,653829.644226894,565,Home,Wedding,No
LP002937,Male,Yes,0,Graduate,No,944645.2535671836,167203.15081369184,27186945.2000791,294.00063278133194,1.0,Rural,Y,29,Employed,31,6071.035882442928,300062.2612199702,724,Personal,Wedding,No
LP002938,Male,No,2,Graduate,No,1290677.5438560508,982141.0950678843,36609953.187757276,336.4785667095506,0.0,Urban,Y,52,Employed,21,380793.27370589366,274774.4313707864,629,Education,Wedding,No
LP002939,Male,No,0,Graduate,nan,1645531.0472851372,,30868393.780071955,357.5356550532023,1.0,Urban,Y,51,Employed,16,140445.85485958244,96278.60518001858,684,Education,Study Abroad,No
LP002940,Male,No,0,Graduate,No,586085.191355732,0.0,20819443.04382146,255.8707234814256,,Semiurban,Y,52,Employed,9,249459.75169138156,404338.22979493317,839,Home,Vehicle Purchase,No
LP002941,Male,Yes,1,Graduate,No,859639.2816265842,0.0,53000000.0,344.6856551658112,1.0,Semiurban,N,47,Employed,11,105817.086596084,16515.803463508724,616,Personal,Vehicle Purchase,No
LP002942,Male,No,0,Graduate,Yes,1292073.5236710433,0.0,23334181.298975877,412.8026751099121,,Urban,Y,36,Employed,3,309744.10285578365,350712.9090598804,638,Auto,Wedding,No
LP002943,Male,Yes,1,Graduate,nan,2400384.060515176,1728410.8539944205,37351138.96487776,365.9390880022074,1.0,Rural,Y,50,Employed,16,242165.67692089966,351794.9020771553,650,Personal,Debt Consolidation,No
LP002944,Male,No,0,Graduate,No,767997.3739165859,416345.15392158297,17742841.02619665,421.94740898615805,1.0,Rural,Y,39,Self-Employed,15,68026.77112777188,450483.6762483438,629,Personal,Wedding,Yes
LP002945,Male,Yes,2,Not Graduate,No,2219659.1729984595,0.0,31159141.697569072,364.37363939835035,,Semiurban,Y,46,Employed,10,1500.26,5883.43,632,Auto,Home Renovation,No
LP002946,Female,No,2,Not Graduate,No,2201803.8818375855,976585.0674946965,39369535.30433458,286.052146145958,1.0,Urban,Y,35,Employed,12,182849.19860970962,472424.7984984913,728,Personal,Home Improvement,Yes
LP002947,Male,Yes,0,Graduate,No,1150936.6546492043,1075428.0300800207,26902507.294976376,387.3555856502559,1.0,Rural,Y,40,Employed,10,210607.7091620586,317737.6876876815,784,Personal,Vehicle Purchase,Yes
LP002948,Male,No,0,Graduate,No,1050515.9669000497,,41017865.59735656,271.44843290183724,1.0,Urban,Y,42,Employed,8,234511.19940431206,96112.63677462778,676,Personal,Medical Expenses,Yes
LP002949,Male,Yes,0,Graduate,No,853559.6306676541,2177360.3725818787,32459436.17111918,327.4037686163107,0.0,Rural,Y,48,Employed,6,95865.91096872768,5883.43,731,Personal,Vehicle Repair,No
LP002950,Female,No,0,Graduate,No,1165490.9648336654,622051.880100739,46750672.213986136,323.35021856096654,0.0,Semiurban,Y,50,Employed,4,107927.0220566802,165727.64036580126,649,Personal,Debt Consolidation,No
LP002951,Female,No,0,Graduate,No,496232.513720221,710266.6819180388,48767456.22340224,299.213296251644,1.0,Rural,N,62,Employed,6,1500.26,284341.6888984371,647,Business,Home Purchase,No
LP002952,Male,Yes,2,Graduate,No,1161472.7213397012,776683.4959505033,29282399.482699886,480.0,1.0,Rural,Y,45,Employed,7,116175.41535733094,5883.43,629,Personal,Home Purchase,Yes
LP002953,Male,No,3+,Graduate,No,1948032.3669254282,775216.799032181,35917175.68392957,335.55128151729446,,Rural,N,33,Self-Employed,21,19060.728280609037,76775.60837852099,596,Personal,Home Purchase,No
LP002954,Female,No,1,Graduate,No,894049.6987616412,0.0,36984389.35472233,448.51370263236,1.0,Urban,N,52,Employed,7,101733.85536348174,5883.43,776,Personal,Home Purchase,Yes
LP002955,Male,Yes,2,Graduate,No,1079230.0780054745,1907383.7936739614,41343340.04434699,360.5254288307798,1.0,Semiurban,Y,47,Employed,0,195399.7551634014,160023.2146995712,620,Business,Vehicle Purchase,Yes
LP002956,Male,Yes,1,Not Graduate,No,349021.9928663791,228988.37727943837,35293667.05244266,290.6546913563961,1.0,Rural,Y,41,Employed,14,194103.3754793841,29321.918105324905,720,Home,Business Expansion,No
LP002957,Male,No,2,Not Graduate,No,1386623.2740655218,1098882.734350328,37051956.68342843,315.3347341657838,1.0,Semiurban,Y,39,Employed,17,105204.34594591954,681027.2734107175,589,Personal,Study Abroad,No
LP002958,Male,Yes,0,Graduate,No,1331833.072475687,96166.0544451265,32715782.34204881,337.60112033119896,1.0,Semiurban,Y,37,Employed,20,190353.74253653636,419713.1438833943,669,Education,Working Capital,Yes
LP002959,Female,Yes,1,Not Graduate,Yes,1231443.4098828854,,36302245.759720184,319.40150046552424,1.0,Urban,Y,36,Employed,13,298889.1679603433,25862.29009645013,665,Home,Vehicle Purchase,No
LP002960,Female,Yes,2,Not Graduate,No,1091178.7048889282,1759925.519275693,48129249.02535133,323.47286671658287,1.0,Rural,N,30,Employed,3,140829.4457384988,54988.207090352225,590,Personal,Tuition Fees,No
LP002961,Male,No,0,Graduate,No,1053213.2706137726,352760.56436681177,41610679.50211855,374.3346376312739,1.0,Rural,N,54,Employed,6,50754.73422495587,5883.43,634,Personal,Study Abroad,Yes
LP002962,Male,Yes,0,Graduate,No,1450542.346850336,404745.2493073188,42162403.484433696,361.83220326604015,1.0,Semiurban,Y,48,Employed,17,236570.78165951464,216910.0997067343,569,Home,Study Abroad,No
LP002963,Male,No,0,Graduate,No,1185183.9292056884,627152.333853507,42380550.33135579,381.3096233638438,1.0,Rural,Y,44,Employed,24,264148.03938919585,602008.7720313107,666,Personal,Vehicle Purchase,Yes
LP002964,Male,No,0,Not Graduate,No,1357078.165777666,2249859.6199245616,33611759.31118965,431.511074651551,0.0,Rural,Y,36,Employed,3,103185.65994497696,486446.3835879712,506,Auto,Home Renovation,Yes
LP002965,Female,No,1,Not Graduate,No,1307083.638727274,1946753.1075449989,38338117.52579531,311.62085003317367,1.0,Semiurban,N,55,Employed,14,103852.4288099558,286581.28457107977,660,Personal,Business Expansion,Yes
LP002966,Female,No,0,Graduate,No,1761305.873547881,1327268.1158280412,24298110.306642555,406.74355507168156,1.0,Urban,Y,28,Self-Employed,8,1500.26,188139.55162748866,723,Home,Home Purchase,No
LP002967,Female,Yes,0,Graduate,No,1538089.2786875272,2426156.097918315,47837923.65316957,423.52611575766355,,Semiurban,Y,42,Self-Employed,5,124390.37889451045,357264.2716913101,664,Personal,Home Improvement,No
LP002968,Male,No,3+,Graduate,No,1296023.1515750953,0.0,7320242.7665678,417.54404761223486,1.0,Semiurban,Y,54,Employed,12,82821.03226878351,302939.1787588148,602,Personal,Tuition Fees,No
LP002969,Male,Yes,0,Graduate,No,1958803.24532609,887739.0834839727,34278363.16664575,234.31415137556985,1.0,Rural,Y,21,Employed,11,28804.57403390389,333566.1137532655,606,Home,Medical Expenses,No
LP002970,Male,Yes,0,Graduate,No,1409726.4945282808,481696.34168630675,46558806.861502744,447.77119182777216,1.0,Urban,N,45,Employed,0,133036.21268068245,286450.2184882057,773,Business,Travel,No
LP002971,Female,Yes,0,Not Graduate,nan,1852073.5743952096,0.0,21511167.75370659,301.7260611366718,1.0,Rural,Y,36,Employed,14,165422.16677692035,335938.12167769903,679,Home,Medical Expenses,No
LP002972,Male,Yes,2,Graduate,No,1503063.5341933188,752788.1414646427,39147646.26616851,229.46966177101294,0.0,Rural,Y,45,Self-Employed,15,148962.15795237475,5883.43,741,Auto,Tuition Fees,No
LP002973,Male,No,3+,Not Graduate,No,278632.69053422846,85041.75406016567,28342182.624209736,446.29660544716046,0.0,Semiurban,N,39,Employed,18,136716.51925665105,222909.7874449933,750,Personal,Vehicle Purchase,No
LP002974,Male,No,0,Not Graduate,No,1852009.6116596647,1502070.8786862164,31461814.438111316,370.71426209043733,0.0,Rural,Y,50,Employed,7,303058.096025923,293679.9213356668,625,Personal,Home Improvement,Yes
LP002975,Male,Yes,1,Not Graduate,No,1267180.3506713344,152104.984893142,44609256.696394384,373.19229595024166,1.0,Urban,Y,57,Employed,0,193534.00747422336,159965.18759012548,575,Personal,Home Purchase,No
LP002976,Male,Yes,0,Graduate,No,1173614.844549611,112295.9115440101,37130416.3488515,319.98565864528086,1.0,Rural,Y,65,Employed,9,224431.76940792814,5883.43,723,Personal,Home Renovation,No
LP002977,Male,No,1,Graduate,No,1340266.4037447884,1501768.4680959133,14806288.411156375,,1.0,Semiurban,Y,42,Employed,18,328823.57602929237,248020.96623088443,588,Personal,Home Improvement,Yes
LP002978,Male,Yes,2,Graduate,No,1027100.6490214663,382802.50510447996,25385591.692684017,331.5510087492136,1.0,Rural,Y,51,Employed,11,254687.27989951053,1076554.9400667686,612,Personal,Tuition Fees,Yes
LP002979,Male,Yes,1,Graduate,No,1313106.6601944726,,44903204.438887596,302.4578313502245,1.0,Semiurban,Y,47,Employed,19,141242.47175799153,82355.92811040027,674,Auto,Tuition Fees,No
LP002980,Male,Yes,0,Graduate,No,903654.1968284538,725671.8979463093,39639274.27192998,341.2894508440437,1.0,Semiurban,Y,48,Employed,2,1500.26,218523.9238667267,642,Personal,Vehicle Purchase,No
LP002981,Male,No,3+,Graduate,No,1836728.359367185,735060.3129124308,52631202.81524285,346.69829243786796,1.0,Rural,Y,60,Employed,19,132447.31997480884,499253.0216165745,456,Home,Vehicle Repair,No
LP002982,Male,No,2,Graduate,No,1142798.1731894747,257787.12898371546,51976323.03013298,260.6119594841973,0.0,Urban,N,36,Employed,14,296858.44709422765,601600.797313994,554,Home,Vehicle Purchase,Yes
LP002983,Male,Yes,0,Graduate,No,1008300.3086387832,780167.3219949055,31727395.788532086,343.2479275291668,1.0,Urban,N,39,Employed,9,254052.436781611,130318.00948114478,756,Home,Vehicle Repair,Yes
LP002984,Male,Yes,1,Graduate,No,737129.322140363,336576.0216075422,53000000.0,232.65850768796685,1.0,Urban,Y,41,Employed,21,132802.4041498144,439898.992790548,657,Home,Home Improvement,Yes
LP002985,Male,No,0,Graduate,No,1333980.1245743206,,35394643.788519114,455.13108412702576,1.0,Rural,Y,32,Employed,14,158751.85457410917,405226.31593455013,731,Personal,Tuition Fees,No
LP002986,Male,No,1,Not Graduate,No,1293145.780062546,355642.2692784818,25523161.74590975,333.75511838554735,1.0,Semiurban,Y,43,Self-Employed,4,177369.88834157345,145710.38691241137,592,Personal,Study Abroad,No
LP002987,Female,Yes,0,Not Graduate,No,,1330101.8420725402,28813448.43089423,275.6202768800931,1.0,Semiurban,Y,51,Self-Employed,20,110428.8792222965,371967.72430698224,565,Auto,Debt Consolidation,No
LP002988,Male,No,2,Graduate,No,685966.2862474355,803826.7479139564,12582596.037105814,370.7030920413765,1.0,Semiurban,N,52,Self-Employed,10,115815.1682322305,212361.62002448857,730,Education,Vehicle Purchase,Yes
LP002989,Male,Yes,0,Graduate,No,399001.6305942135,966528.8019287363,51220037.17249282,295.1080368314805,1.0,Urban,Y,41,Employed,12,107466.31838212664,121620.59651724286,781,Personal,Travel,Yes
LP002990,Male,Yes,0,Graduate,Yes,1512387.8812532797,429647.4500094773,51097466.980438635,338.1545598314377,1.0,Semiurban,Y,56,Employed,5,210176.60570059816,590789.0305820729,586,Personal,Home Improvement,Yes
LP002991,Male,No,0,Graduate,No,1941913.1609382536,0.0,24994772.701866794,367.2400690655113,0.0,Semiurban,Y,21,Employed,12,70837.44282383537,376842.2920109679,756,Education,Wedding,No
LP002992,Male,Yes,0,Graduate,No,686415.4188050518,0.0,32871004.206180945,278.90855300784284,1.0,Urban,Y,65,Employed,5,295634.8049359765,5883.43,577,Personal,Working Capital,No
LP002993,Male,No,0,Not Graduate,No,1994312.871780849,226316.4025192928,36105922.53112578,456.89255952622807,1.0,Semiurban,Y,50,Self-Employed,11,165306.31709464162,221431.641956531,517,Home,Tuition Fees,No
